iteration,joy,distress,pity,anger,coop,defect
0,0.5,0.7787820862916449,0.2825836216839677,0,0.44008264462809915,0.6554086538461541,
1,0.45454545454545453,0.7821612349914241,0.27505966587112174,0.6115646258503409,0.44163223140495866,0.6942307692307692,
2,0.30434782608695654,0.78119373776908,0.2729091636654662,0.6815432742440035,0.4431818181818182,0.7086939102564102,
3,0.28125,0.7822202433956666,0.267308850090307,0.7207872928176782,0.44214876033057854,0.7136418269230768,
4,0.27906976744186046,0.7829259568379644,0.26536042573778423,0.7196344647519579,0.44235537190082647,0.7184375000000002,
5,0.2857142857142857,0.7827085612011522,0.26324838187702265,0.7155810983397196,0.44266528925619836,0.7193509615384611,
6,0.2542372881355932,0.7826778385772922,0.26254558083000523,0.7232073472271289,0.4427390791027155,0.7216346153846154,
7,0.26153846153846155,0.7821270862959363,0.2616531062276633,0.7294604537093811,0.44227789256198347,0.7222055288461533,
8,0.2564102564102564,0.7834947256330904,0.259662898531104,0.7212817739318563,0.4422635445362718,0.7234107905982904,
9,0.25842696629213485,0.7835939141133748,0.2595280200012196,0.7200763905466709,0.4422520661157025,0.7241466346153848,
10,0.2604166666666667,0.7827927312474376,0.2597438598436547,0.7298587328767127,0.4424305033809166,0.7249562937062938,
11,0.27184466019417475,0.7819470533724036,0.25917641077783427,0.7344313725490204,0.4422348484848485,0.7235376602564104,
12,0.26666666666666666,0.7823270774998267,0.2591254574458103,0.7352191091954037,0.4423076923076923,0.722337278106509,
13,0.26785714285714285,0.7828073572120041,0.25913664677440434,0.7349321865696344,0.44229634002361273,0.7239182692307692,
14,0.2857142857142857,0.782918792944107,0.25872305815372104,0.7374807987711224,0.44214876033057854,0.7243750000000002,
15,0.27611940298507465,0.7828438395415479,0.25902902253918614,0.7369872802629703,0.44234245867768596,0.7252028245192312,
16,0.26618705035971224,0.78258493746119,0.25848020388384363,0.740648110797365,0.4422702965483714,0.7253959276018106,
17,0.272108843537415,0.7823398263318483,0.25830083093098183,0.7411801870103616,0.4422635445362718,0.7246794871794877,
18,0.2733333333333333,0.7819339877378567,0.2577203637649025,0.7457661531111912,0.44214876033057854,0.7247596153846162,
19,0.2839506172839506,0.7822533637365787,0.2575257983757709,0.74461243371319,0.4422520661157025,0.7260877403846159,
20,0.28994082840236685,0.7821341700369896,0.2578824898196626,0.7451024327784892,0.44229634002361273,0.7256581959706966,
21,0.2857142857142857,0.7822761681023233,0.2580860101613038,0.7431903840277072,0.44219571750563486,0.7264095279720285,
22,0.2810810810810811,0.7825233657145128,0.25806108897742364,0.7417508744656048,0.4423733381243263,0.7266983695652184,
23,0.28061224489795916,0.782683780924069,0.2574156588160407,0.7421655339353876,0.4423209366391185,0.7266776842948728,
24,0.2904761904761905,0.7830854434206388,0.2572972180120276,0.7406937242982295,0.44235537190082647,0.7263846153846163,
25,0.2863849765258216,0.7830831831657264,0.25704010154670676,0.741066208082545,0.44214876033057854,0.7262019230769242,
26,0.29910714285714285,0.7827736882793868,0.2573071611311101,0.7418463057429651,0.4423783287419651,0.7266248219373228,
27,0.3022222222222222,0.7824978392394126,0.25696006288621526,0.7439213821524813,0.4422225501770956,0.7263650412087924,
28,0.2956521739130435,0.7822572901663637,0.2569579151556043,0.7449116392443638,0.44229125106868056,0.7264381631299747,
29,0.2869198312236287,0.7819773543777498,0.2570735485975212,0.7452882849798017,0.4421831955922865,0.7269631410256417,
30,0.2926829268292683,0.7818802500488383,0.25704482262231076,0.7479129630946445,0.4422154092242069,0.7267175868486362,
31,0.2874015748031496,0.7818282490795351,0.2572170955847233,0.7478284771852651,0.44214876033057854,0.7271296574519241,
32,0.28294573643410853,0.7816688537527658,0.2571550302873127,0.7496797010543167,0.4420861507638367,0.7268939393939403,
33,0.2824427480916031,0.7818940487005474,0.2570740301297954,0.7499805623947121,0.4419968400583374,0.7263362556561095,
34,0.2733812949640288,0.7824177440850165,0.2569901674845876,0.747520271544408,0.4420897284533648,0.7260061813186828,
35,0.2704626334519573,0.7824648817890293,0.2572568324562893,0.7484325445230541,0.44191919191919193,0.7258213141025649,
36,0.2727272727272727,0.7822613810448363,0.25697013742071884,0.7506418978879481,0.44186955550591916,0.7254612785862796,
37,0.2711864406779661,0.781819704960149,0.25685697279732317,0.7533069011090034,0.4418497172683776,0.7254807692307701,
38,0.2779552715654952,0.7819844479004661,0.25674637397099176,0.7524285395265743,0.4418838737020555,0.7256163708086796,
39,0.2826086956521739,0.7821995800071263,0.2564275014521109,0.7524224753392554,0.44201962809917356,0.7254026442307696,
