iteration,joy,distress,pity,anger,coop,defect
0,0.0,0.7374006664957721,0.15762925598991173,0,0.33695652173913043,0.6054303278688525,
1,0.5,0.7505165705085197,0.1419457735247209,0.6360103626943017,0.33491847826086957,0.610297131147541,
2,0.2,0.7540673788003276,0.13818181818181818,0.6453670276774957,0.3351449275362319,0.6132172131147541,
3,0.15384615384615385,0.7558629776021054,0.1345565749235474,0.6721072796934839,0.33627717391304346,0.617110655737705,
4,0.17647058823529413,0.7545790209790212,0.13384001030529435,0.6964145658263283,0.33668478260869567,0.6190573770491805,
5,0.23809523809523808,0.7534636295463061,0.13334049640055873,0.7114840989399296,0.3365036231884058,0.6197062841530052,
6,0.2727272727272727,0.7537398799693898,0.13196426926973018,0.7141802067946823,0.33695652173913043,0.6198916861826694,
7,0.2727272727272727,0.7547108489066302,0.13112113402061856,0.7158277936055706,0.336616847826087,0.6185706967213118,
8,0.27586206896551724,0.7547887899852173,0.13054998567745632,0.7155296727676103,0.3368055555555556,0.6188410746812384,
9,0.25,0.7542645976100136,0.13034504998387617,0.7160337552742626,0.33668478260869567,0.6194467213114754,
10,0.25,0.7548884193166018,0.12960140679953105,0.7183445190156617,0.3364624505928854,0.6194113263785397,
11,0.24242424242424243,0.7546019665311521,0.1297709923664122,0.7184815794830067,0.336616847826087,0.6195440573770494,
12,0.23529411764705882,0.7541744010831805,0.129880438557325,0.722566206639316,0.33653846153846156,0.6196563682219419,
13,0.22857142857142856,0.7544724189000032,0.1299461053019485,0.7203898568224967,0.33666537267080743,0.6194745316159251,
14,0.25,0.7548600981302221,0.1299226139294927,0.7168510501843854,0.33659420289855074,0.6193169398907099,
15,0.24324324324324326,0.755064584332746,0.1296497803570709,0.716419475655432,0.33670176630434784,0.6196657274590166,
16,0.2564102564102564,0.7553615918401468,0.12965632349594114,0.7134414668547256,0.3364769820971867,0.619744455159113,
17,0.25,0.7554509704827936,0.1295500143307538,0.7132969519499545,0.3365791062801932,0.6195981329690343,
18,0.27906976744186046,0.7574230153146011,0.1295152091254753,0.6939929771758229,0.3368850114416476,0.619262295081968,
19,0.2916666666666667,0.7575408903427685,0.1294588144230149,0.6925559790376374,0.33695652173913043,0.6197387295081968,
20,0.2631578947368421,0.7574919361396466,0.12955627207124212,0.6961312217194575,0.3370212215320911,0.620169789227167,
21,0.2786885245901639,0.7582167696563842,0.1295579786610388,0.6907876154263993,0.33695652173913043,0.621092585692996,
22,0.2753623188405797,0.7581065542353403,0.12924216076737532,0.6916857202244856,0.3368974480151229,0.6213426585887384,
23,0.2676056338028169,0.7581215325525152,0.12922994221206827,0.6925595238095237,0.33695652173913043,0.6214907786885252,
24,0.25333333333333335,0.7581833703261048,0.12919956649636166,0.692297451502472,0.33695652173913043,0.6223278688524592,
25,0.2625,0.7583490194361768,0.12899223267240736,0.6905624142661175,0.337008779264214,0.622127206809585,
26,0.2808988764044944,0.7583208538102975,0.12899371520061176,0.6916097390085826,0.33690619967793883,0.622157710989679,
27,0.26595744680851063,0.758012657455079,0.12883379035417195,0.6950634933983684,0.33685947204968947,0.6223946135831389,
28,0.26804123711340205,0.7579800143456514,0.12877102429474058,0.6959704880817249,0.3367691154422789,0.6222795364612785,
29,0.29523809523809524,0.757956736935105,0.12885877164676776,0.695065300696019,0.33691123188405797,0.6223019125683066,
30,0.30275229357798167,0.7582947105127642,0.12881200691105144,0.6931323662737982,0.33691269284712483,0.6223228450555272,
31,0.36065573770491804,0.7583510794700226,0.12877137786382703,0.6937056802397826,0.33699898097826086,0.6222816342213121,
32,0.368,0.758417227642348,0.1286057927365889,0.6941663716814157,0.3369976943346509,0.6222429210134136,
33,0.3700787401574803,0.7591902480767123,0.1285084887386532,0.6866187542778913,0.33695652173913043,0.6226645371263266,
34,0.37404580152671757,0.7591791987610541,0.1284950202877167,0.6876229726136666,0.337111801242236,0.6228395784543334,
35,0.37593984962406013,0.7594759742266827,0.12818674029187135,0.6883914728682173,0.33699426328502413,0.6227885928961755,
36,0.39855072463768115,0.7595456824405111,0.1282668620677623,0.6869006581009085,0.33699324324324326,0.6228455914931332,
37,0.39285714285714285,0.7594976452119319,0.12836059170190722,0.6878401464307503,0.33702803203661325,0.6228483606557392,
38,0.39864864864864863,0.7594521410118478,0.12832224539105683,0.6886602842361894,0.3370261984392419,0.6227511559478781,
39,0.39864864864864863,0.7597344627934179,0.12841860690256063,0.6852020290362073,0.3369904891304348,0.6226588114754107,
40,0.4025974025974026,0.7598598849303256,0.12838635540793678,0.684193768478508,0.33708907741251326,0.622760895641744,
41,0.40625,0.7596334513045898,0.1284419176398279,0.6858077029648099,0.3371506211180124,0.622950819672132,
42,0.38922155688622756,0.7595788174233928,0.12864197901499572,0.6857235386193119,0.3371145096056623,0.6232224552039657,
43,0.3905325443786982,0.760165191663856,0.12859637025191098,0.6806046267087268,0.33717267786561267,0.6232605253353207,
44,0.3850574712643678,0.7603109360430833,0.1285611820398795,0.6794779385264889,0.33710748792270534,0.6235132058287802,
45,0.3850574712643678,0.7603772999472528,0.12862214613474032,0.67914527333132,0.3371632797731569,0.6239241803278691,
46,0.3879781420765027,0.7603670649988162,0.12875094417359062,0.6792820260634376,0.3371877890841813,0.6243590861527734,
47,0.3945945945945946,0.7601062469140203,0.1287940935192781,0.6809296953948318,0.3372678894927536,0.6242486338797818,
48,0.3882978723404255,0.7601528301556859,0.12879346680716544,0.6822277670542818,0.33726153504880213,0.6242618768819003,
49,0.3854166666666667,0.7601562901650313,0.1287840646502201,0.6824541178640599,0.33720108695652173,0.6243524590163935,
50,0.37948717948717947,0.7601170638810317,0.12882853237482914,0.6826018242572022,0.3372229326513214,0.6243631468981035,
51,0.37373737373737376,0.7600396598699248,0.12866789136587062,0.6845165292918541,0.33703490802675584,0.6244857345523331,
52,0.37254901960784315,0.7606122987880121,0.12849835586408476,0.6801888023665547,0.33716160787530763,0.6243465821218682,
53,0.386046511627907,0.7608442434341033,0.12831943016946723,0.6799641301562892,0.3372332930756844,0.6245370370370374,
54,0.39090909090909093,0.7608290047787244,0.128351658667668,0.6800175872032151,0.337203557312253,0.6246143815201194,
